ATE,Error_ATE,Error_PEHE,Problem
4.064663,0.286251,4.557985,IHDP 459
4.112875,0.288325,0.653713,IHDP 460
4.129724,0.212679,22.141154,IHDP 461
3.671723,0.158699,9.789662,IHDP 462
3.57222,0.206909,2.827899,IHDP 463
3.706723,0.123657,4.217081,IHDP 464
3.728413,0.001972,0.878565,IHDP 465
4.871721,0.701465,13.220651,IHDP 466
3.950303,0.119727,0.353681,IHDP 467
9.055004,3.713177,358.917815,IHDP 468
4.498951,0.606017,4.541856,IHDP 469
3.554221,0.15641,3.457083,IHDP 470
4.476153,1.067116,23.374852,IHDP 471
3.625736,0.320798,1.91186,IHDP 472
9.015109,5.244348,826.443794,IHDP 473
4.433179,0.336009,752.394228,IHDP 474
17.431873,10.415908,560.251332,IHDP 475
4.286275,0.544594,3.203014,IHDP 476
4.25405,0.407697,1.076121,IHDP 477
4.059448,0.274459,0.551821,IHDP 478
4.868665,0.996088,5.553693,IHDP 479
1.557666,1.111961,215.500491,IHDP 480
4.345347,0.0125,12.629717,IHDP 481
7.444905,4.47263,178.559662,IHDP 482
4.275838,0.675728,60.334132,IHDP 483
4.106984,0.00431,3.945894,IHDP 484
4.576177,0.598103,7.443564,IHDP 485
3.96863,0.143585,13.082869,IHDP 486
3.823243,0.087623,0.498757,IHDP 487
4.009515,0.183246,0.082966,IHDP 488
5.820833,1.587875,12.85843,IHDP 489
4.00717,0.148171,0.032755,IHDP 490
3.760926,0.070358,2.787195,IHDP 491
5.19779,1.030642,11.510866,IHDP 492
5.047524,0.948655,7.465818,IHDP 493
3.9655,0.146157,10.226353,IHDP 494
4.006717,0.071103,1.764703,IHDP 495
3.64414,0.110693,6.94345,IHDP 496
3.703682,0.010671,1.658178,IHDP 497
1.516552,1.839113,37.483005,IHDP 498
6.741927,2.415209,133.011475,IHDP 499
4.032432,0.272548,0.10474,IHDP 500
3.99078,0.180921,1.642936,IHDP 501
4.05696,0.062772,0.669482,IHDP 502
4.279174,0.213862,4.743708,IHDP 503
3.956059,0.381426,11.514817,IHDP 504
4.302037,0.324519,0.78508,IHDP 505
7.098744,3.077756,56.219083,IHDP 506
3.594859,0.337274,3.689103,IHDP 507
6.455965,2.265172,50.147503,IHDP 508
3.647914,0.369839,5.553686,IHDP 509
4.117298,0.136166,0.778456,IHDP 510
1.163295,0.883842,313.567774,IHDP 511
3.381114,0.893883,33.578192,IHDP 512
3.132084,0.771632,40.438633,IHDP 513
8.017232,3.692022,1853.132515,IHDP 514
4.023613,0.10512,10.830541,IHDP 515
10.889104,4.137521,752.654397,IHDP 516
4.386577,0.69648,6.851091,IHDP 517
5.152243,1.788562,17.653133,IHDP 518
3.998957,0.340338,0.118258,IHDP 519
4.202021,0.261617,1.129298,IHDP 520
4.546992,0.735476,2.814125,IHDP 521
7.205437,1.022704,75.266947,IHDP 522
4.100003,0.366458,0.832661,IHDP 523
5.564155,2.211865,131.433061,IHDP 524
3.961187,0.049625,2.601838,IHDP 525
3.922372,0.015228,6.078936,IHDP 526
3.666779,0.217292,9.092525,IHDP 527
4.080978,0.345916,7.243483,IHDP 528
4.239037,0.373409,0.900844,IHDP 529
4.276451,0.029501,13.750303,IHDP 530
4.194583,0.289715,0.493214,IHDP 531
4.145627,0.451694,1.423738,IHDP 532
4.018788,0.026127,0.168035,IHDP 533
4.016957,0.196588,11.216379,IHDP 534
4.53559,2.182319,64.868759,IHDP 535
4.795425,1.84016,131.84414,IHDP 536
3.998326,0.057651,1.499988,IHDP 537
6.836235,1.356297,17.777748,IHDP 538
4.020142,0.106064,1.864876,IHDP 539
4.027783,0.057179,0.68319,IHDP 540
6.722059,2.806836,302.8833,IHDP 541
3.996629,0.249785,0.169574,IHDP 542
4.139847,0.257239,0.247834,IHDP 543
3.374866,0.227917,13.683068,IHDP 544
4.080689,0.23675,2.512217,IHDP 545
3.841677,0.084794,0.629101,IHDP 546
3.570799,0.057624,4.469789,IHDP 547
3.754618,0.168716,5.600848,IHDP 548
4.081547,0.23571,4.197436,IHDP 549
4.015217,0.026152,0.033635,IHDP 550
3.269589,0.458641,34.405082,IHDP 551
5.15471,1.152493,9.873625,IHDP 552
6.157284,0.613724,164.915331,IHDP 553
3.999185,0.107684,0.031782,IHDP 554
4.609062,1.04414,5.924921,IHDP 555
3.890748,0.239082,1.727816,IHDP 556
3.949429,0.038739,0.125596,IHDP 557
4.606179,0.627405,3.593853,IHDP 558
