ATE,Error_ATE,Error_PEHE,Problem
4.922349,0.193575,58.082416,IHDP 438
3.48837,0.801589,161.136686,IHDP 439
3.209458,1.871764,136.579461,IHDP 440
3.718254,0.056988,1.654067,IHDP 441
4.354939,0.226954,2.134619,IHDP 442
4.253209,0.239648,2.944266,IHDP 443
3.729984,0.255382,8.384346,IHDP 444
5.618664,0.181589,55.907389,IHDP 445
5.099168,0.238743,30.583178,IHDP 446
4.153354,0.165405,1.186905,IHDP 447
3.316493,0.671748,111.05636,IHDP 448
4.081418,0.224329,75.292627,IHDP 449
4.242427,0.103786,54.059722,IHDP 450
4.637361,0.292481,11.367939,IHDP 451
4.532308,1.017272,115.675022,IHDP 452
4.088621,0.178787,0.175637,IHDP 453
4.002836,0.198807,14.272794,IHDP 454
3.683024,0.302498,31.606993,IHDP 455
3.984479,0.026662,0.314462,IHDP 456
4.634253,0.202727,16.431138,IHDP 457
3.985477,0.116793,9.205356,IHDP 458
4.064663,0.213264,9.853741,IHDP 459
4.112875,0.031826,0.870433,IHDP 460
4.129724,0.390986,34.816633,IHDP 461
3.671723,0.284023,12.046114,IHDP 462
3.57222,0.128252,3.960279,IHDP 463
3.706723,0.13195,7.176457,IHDP 464
3.728413,0.053374,1.361059,IHDP 465
4.871721,0.329433,39.987897,IHDP 466
3.950303,0.292151,0.512142,IHDP 467
9.055004,0.89159,493.720593,IHDP 468
4.498951,0.074323,6.576638,IHDP 469
3.554221,0.189493,5.058734,IHDP 470
4.476153,1.553135,39.325192,IHDP 471
3.625736,0.056206,4.237216,IHDP 472
9.015109,2.467823,1211.095705,IHDP 473
4.433179,6.410793,1086.015421,IHDP 474
17.431873,0.08753,1147.869188,IHDP 475
4.286275,0.009759,3.913292,IHDP 476
4.25405,0.124802,1.269206,IHDP 477
4.059448,0.159052,0.677055,IHDP 478
4.868665,0.245628,14.216241,IHDP 479
1.557666,0.738452,346.886877,IHDP 480
4.345347,0.027438,61.791321,IHDP 481
7.444905,1.092622,243.028975,IHDP 482
4.275838,0.340296,118.808715,IHDP 483
4.106984,0.184303,6.40354,IHDP 484
4.576177,0.123419,10.52495,IHDP 485
3.96863,0.531587,18.848441,IHDP 486
3.823243,0.07395,1.154885,IHDP 487
4.009515,0.004561,0.104994,IHDP 488
5.820833,0.104802,35.935228,IHDP 489
4.00717,0.038644,0.061161,IHDP 490
3.760926,0.0792,6.121142,IHDP 491
5.19779,0.322992,16.905547,IHDP 492
5.047524,0.229696,10.578754,IHDP 493
3.9655,0.199909,14.623414,IHDP 494
4.006717,0.017965,6.249533,IHDP 495
3.64414,0.046047,9.868201,IHDP 496
3.703682,0.274966,4.08855,IHDP 497
1.516552,0.287835,70.832652,IHDP 498
6.741927,0.578401,196.761157,IHDP 499
4.032432,0.150599,0.079537,IHDP 500
3.99078,0.031873,2.360026,IHDP 501
4.05696,0.181368,0.872802,IHDP 502
4.279174,0.001933,17.203926,IHDP 503
3.956059,0.126586,23.163273,IHDP 504
4.302037,0.084576,0.928919,IHDP 505
7.098744,2.032772,94.495151,IHDP 506
3.594859,0.110758,5.493557,IHDP 507
6.455965,0.356825,79.829065,IHDP 508
3.647914,0.261413,7.389604,IHDP 509
4.117298,0.121443,0.885488,IHDP 510
1.163295,2.235983,737.239928,IHDP 511
3.381114,0.311158,56.779077,IHDP 512
3.132084,0.810701,54.22084,IHDP 513
8.017232,0.771617,2402.758502,IHDP 514
4.023613,0.188272,14.694386,IHDP 515
10.889104,0.92921,1013.963623,IHDP 516
4.386577,0.149683,8.552436,IHDP 517
5.152243,0.489845,22.342257,IHDP 518
3.998957,0.112427,0.03267,IHDP 519
4.202021,0.152349,1.204043,IHDP 520
4.546992,0.101091,3.011028,IHDP 521
7.205437,0.222159,215.279358,IHDP 522
4.100003,0.262469,1.129645,IHDP 523
5.564155,1.157542,169.599759,IHDP 524
3.961187,0.001671,4.358021,IHDP 525
3.922372,0.23689,9.946043,IHDP 526
3.666779,0.201958,28.674805,IHDP 527
4.080978,0.088859,9.309676,IHDP 528
4.239037,0.015388,1.548478,IHDP 529
4.276451,0.475797,15.035514,IHDP 530
4.194583,0.038202,0.477028,IHDP 531
4.145627,0.082469,1.533834,IHDP 532
4.018788,0.185397,0.250221,IHDP 533
4.016957,0.285189,27.329713,IHDP 534
4.53559,0.418449,115.734216,IHDP 535
4.795425,1.170063,234.453453,IHDP 536
3.998326,0.005565,1.831158,IHDP 537
6.836235,0.526854,82.19114,IHDP 538
4.020142,0.021663,3.132683,IHDP 539
4.027783,0.025272,1.087722,IHDP 540
6.722059,0.447834,526.892403,IHDP 541
3.996629,0.159226,0.197214,IHDP 542
4.139847,0.063005,0.244222,IHDP 543
3.374866,0.358392,26.043925,IHDP 544
4.080689,0.166832,3.562709,IHDP 545
3.841677,0.150503,0.777207,IHDP 546
3.570799,0.053929,11.352522,IHDP 547
3.754618,0.190015,7.068735,IHDP 548
4.081547,0.22677,5.630799,IHDP 549
4.015217,0.213636,0.134254,IHDP 550
3.269589,0.578505,50.814577,IHDP 551
5.15471,0.402901,14.255062,IHDP 552
6.157284,1.800587,276.097297,IHDP 553
3.999185,0.180655,0.078167,IHDP 554
4.609062,0.213338,6.26308,IHDP 555
3.890748,0.175416,2.754293,IHDP 556
3.949429,0.137415,0.165493,IHDP 557
4.606179,0.243839,4.853723,IHDP 558
4.216016,0.171078,7.57739,IHDP 559
3.369394,0.257221,45.567521,IHDP 560
4.330683,0.30844,41.115197,IHDP 561
4.898163,0.196544,17.63595,IHDP 562
3.546638,0.427228,17.172537,IHDP 563
3.382015,0.616969,69.112906,IHDP 564
4.885822,0.023615,17.412281,IHDP 565
4.81859,0.19262,44.598327,IHDP 566
3.622562,0.068388,10.678863,IHDP 567
3.907024,0.126567,1.939571,IHDP 568
5.033784,0.127759,65.266445,IHDP 569
3.922057,0.145634,0.561334,IHDP 570
4.166453,0.033492,0.391523,IHDP 571
4.084237,0.075719,1.282317,IHDP 572
4.054365,0.09185,0.227864,IHDP 573
3.037307,0.268134,217.973558,IHDP 574
8.869713,0.643577,626.356503,IHDP 575
3.959693,0.047215,0.152282,IHDP 576
3.050253,0.506503,175.239239,IHDP 577
3.765867,0.010558,10.879414,IHDP 578
3.996139,0.055032,1.336315,IHDP 579
5.580603,0.089015,32.710306,IHDP 580
3.878686,0.112439,5.553642,IHDP 581
4.439105,0.629329,78.074747,IHDP 582
4.135261,0.115655,2.198882,IHDP 583
4.487806,0.180224,22.405929,IHDP 584
3.978993,0.238392,1.854608,IHDP 585
4.722149,0.087756,19.008201,IHDP 586
4.156268,0.091002,0.72413,IHDP 587
-4.637176,9.694763,7287.485176,IHDP 588
4.243372,0.430216,24.04222,IHDP 589
3.254247,0.123988,23.209493,IHDP 590
5.442333,0.761032,36.909483,IHDP 591
4.534311,0.073774,0.836379,IHDP 592
4.080917,0.178987,0.210559,IHDP 593
2.636799,0.467861,221.826663,IHDP 594
3.633806,0.488314,20.173405,IHDP 595
4.373752,0.260175,7.858139,IHDP 596
4.037209,0.13959,2.207921,IHDP 597
4.01534,0.059953,3.307917,IHDP 598
3.889182,0.032716,0.451424,IHDP 599
